group	level	cvar	value	source
PoolLightQuality	1	pool.light.lightshaft.relevancy	10	game
PoolLightQuality	1	pool.light.relevancyMultiplier	5	game
PoolLightQuality	1	pool.light.shadowquality	1	game
PoolLightQuality	2	pool.light.count	30	game
PoolLightQuality	2	pool.light.lightshaft.count	100	game
PoolLightQuality	2	pool.light.lightshaft.relevancy	20	game
PoolLightQuality	2	pool.light.relevancyMultiplier	10	game
PoolLightQuality	2	pool.light.shadowquality	2	game
PoolLightQuality	3	pool.light.count	50	game
PoolLightQuality	3	pool.light.lightshaft.count	100	game
PoolLightQuality	3	pool.light.lightshaft.relevancy	40	game
PoolLightQuality	3	pool.light.relevancyMultiplier	20	game
PoolLightQuality	3	pool.light.shadowquality	2	game
PoolLightQuality	Cine	pool.light.count	100	game
PoolLightQuality	Cine	pool.light.lightshaft.count	200	game
PoolLightQuality	Cine	pool.light.lightshaft.relevancy	75	game
PoolLightQuality	Cine	pool.light.relevancyMultiplier	50	game
PoolLightQuality	Cine	pool.light.shadowquality	2	game
PostProcessQuality	0	r.AmbientOcclusionLevels	0	engine
PostProcessQuality	0	r.AmbientOcclusionMaxQuality	0	engine
PostProcessQuality	0	r.AmbientOcclusionMipLevelFactor	1.0	engine
PostProcessQuality	0	r.AmbientOcclusionRadiusScale	1.2	engine
PostProcessQuality	0	r.Bloom.ScreenPercentage	25.000	engine
PostProcessQuality	0	r.BloomQuality	4	engine
PostProcessQuality	0	r.DepthOfFieldQuality	0	engine
PostProcessQuality	0	r.EyeAdaptationQuality	2	game
PostProcessQuality	0	r.FastBlurThreshold	0	engine
PostProcessQuality	0	r.Filter.SizeScale	0.6	engine
PostProcessQuality	0	r.LensFlareQuality	0	engine
PostProcessQuality	0	r.LightShaftQuality	0	engine
PostProcessQuality	0	r.MotionBlur.HalfResGather	1	engine
PostProcessQuality	0	r.MotionBlurQuality	0	engine
PostProcessQuality	0	r.RenderTargetPoolMin	300	engine
PostProcessQuality	0	r.SceneColorFringeQuality	1	game
PostProcessQuality	0	r.Tonemapper.Quality	0	engine
PostProcessQuality	0	r.Tonemapper.Sharpen	0.5	game
PostProcessQuality	0	r.Upscale.Quality	1	engine
PostProcessQuality	1	r.AmbientOcclusionLevels	-1	engine
PostProcessQuality	1	r.AmbientOcclusionMaxQuality	60	engine
PostProcessQuality	1	r.AmbientOcclusionMipLevelFactor	1.0	engine
PostProcessQuality	1	r.AmbientOcclusionRadiusScale	1.5	engine
PostProcessQuality	1	r.Bloom.ScreenPercentage	35.355	engine
PostProcessQuality	1	r.BloomQuality	4	engine
PostProcessQuality	1	r.DOF.Gather.AccumulatorQuality	0        ; lower gathering accumulator quality	engine
PostProcessQuality	1	r.DOF.Gather.EnableBokehSettings	0       ; no bokeh simulation when gathering	engine
PostProcessQuality	1	r.DOF.Gather.PostfilterMethod	2          ; Max3x3 postfilering method	engine
PostProcessQuality	1	r.DOF.Gather.ResolutionDivisor	2         ; lower gathering resolution	engine
PostProcessQuality	1	r.DOF.Gather.RingCount	3                 ; low number of samples when gathering	engine
PostProcessQuality	1	r.DOF.Kernel.MaxBackgroundRadius	0.006   ; required because low gathering and no scattering and not looking great at 1080p	engine
PostProcessQuality	1	r.DOF.Kernel.MaxForegroundRadius	0.006   ; required because low gathering and no scattering and not looking great at 1080p	engine
PostProcessQuality	1	r.DOF.Recombine.Quality	0                ; no slight out of focus	engine
PostProcessQuality	1	r.DOF.Scatter.BackgroundCompositing	0    ; no foreground scattering	engine
PostProcessQuality	1	r.DOF.Scatter.ForegroundCompositing	0    ; no foreground scattering	engine
PostProcessQuality	1	r.DOF.TemporalAAQuality	0                ; faster temporal accumulation	engine
PostProcessQuality	1	r.DepthOfFieldQuality	1	engine
PostProcessQuality	1	r.EyeAdaptationQuality	2	game
PostProcessQuality	1	r.FastBlurThreshold	2	engine
PostProcessQuality	1	r.Filter.SizeScale	0.7	engine
PostProcessQuality	1	r.LensFlareQuality	0	engine
PostProcessQuality	1	r.LightShaftQuality	0	engine
PostProcessQuality	1	r.MotionBlur.HalfResGather	1	engine
PostProcessQuality	1	r.MotionBlurQuality	3	engine
PostProcessQuality	1	r.RenderTargetPoolMin	350	engine
PostProcessQuality	1	r.SceneColorFringeQuality	1	game
PostProcessQuality	1	r.Tonemapper.Quality	2	engine
PostProcessQuality	1	r.Tonemapper.Sharpen	0.5	game
PostProcessQuality	1	r.Upscale.Quality	2	engine
PostProcessQuality	2	r.AmbientOcclusionLevels	-1	engine
PostProcessQuality	2	r.AmbientOcclusionMaxQuality	100	engine
PostProcessQuality	2	r.AmbientOcclusionMipLevelFactor	0.6	engine
PostProcessQuality	2	r.AmbientOcclusionRadiusScale	1.5	engine
PostProcessQuality	2	r.Bloom.ScreenPercentage	50.000	engine
PostProcessQuality	2	r.BloomQuality	5	engine
PostProcessQuality	2	r.DOF.Gather.AccumulatorQuality	0        ; lower gathering accumulator quality	engine
PostProcessQuality	2	r.DOF.Gather.EnableBokehSettings	0       ; no bokeh simulation when gathering	engine
PostProcessQuality	2	r.DOF.Gather.PostfilterMethod	2          ; Max3x3 postfilering method	engine
PostProcessQuality	2	r.DOF.Gather.ResolutionDivisor	2         ; lower gathering resolution	engine
PostProcessQuality	2	r.DOF.Gather.RingCount	4                 ; medium number of samples when gathering	engine
PostProcessQuality	2	r.DOF.Kernel.MaxBackgroundRadius	0.012   ; required because of AccumulatorQuality=0	engine
PostProcessQuality	2	r.DOF.Kernel.MaxForegroundRadius	0.012   ; required because of AccumulatorQuality=0	engine
PostProcessQuality	2	r.DOF.Recombine.Quality	0                ; no slight out of focus	engine
PostProcessQuality	2	r.DOF.Scatter.BackgroundCompositing	1    ; no background occlusion	engine
PostProcessQuality	2	r.DOF.Scatter.EnableBokehSettings	0      ; no bokeh simulation when scattering	engine
PostProcessQuality	2	r.DOF.Scatter.ForegroundCompositing	1    ; additive foreground scattering	engine
PostProcessQuality	2	r.DOF.Scatter.MaxSpriteRatio	0.04        ; only a maximum of 4% of scattered bokeh	engine
PostProcessQuality	2	r.DOF.TemporalAAQuality	0                ; faster temporal accumulation	engine
PostProcessQuality	2	r.DepthOfFieldQuality	2	engine
PostProcessQuality	2	r.EyeAdaptationQuality	2	engine
PostProcessQuality	2	r.FastBlurThreshold	3	engine
PostProcessQuality	2	r.Filter.SizeScale	0.8	engine
PostProcessQuality	2	r.LensFlareQuality	2	engine
PostProcessQuality	2	r.LightShaftQuality	1	engine
PostProcessQuality	2	r.MotionBlur.HalfResGather	0	engine
PostProcessQuality	2	r.MotionBlurQuality	3	engine
PostProcessQuality	2	r.RenderTargetPoolMin	400	engine
PostProcessQuality	2	r.SceneColorFringeQuality	1	game
PostProcessQuality	2	r.Tonemapper.Quality	5	engine
PostProcessQuality	2	r.Tonemapper.Sharpen	0.5	game
PostProcessQuality	2	r.Upscale.Quality	2	engine
PostProcessQuality	3	r.AmbientOcclusionLevels	-1	engine
PostProcessQuality	3	r.AmbientOcclusionMaxQuality	100	engine
PostProcessQuality	3	r.AmbientOcclusionMipLevelFactor	0.4	engine
PostProcessQuality	3	r.AmbientOcclusionRadiusScale	1.0	engine
PostProcessQuality	3	r.Bloom.ScreenPercentage	50.000	engine
PostProcessQuality	3	r.BloomQuality	5	engine
PostProcessQuality	3	r.DOF.Gather.AccumulatorQuality	1        ; higher gathering accumulator quality	engine
PostProcessQuality	3	r.DOF.Gather.EnableBokehSettings	0       ; no bokeh simulation when gathering	engine
PostProcessQuality	3	r.DOF.Gather.PostfilterMethod	1          ; Median3x3 postfilering method	engine
PostProcessQuality	3	r.DOF.Gather.ResolutionDivisor	2         ; lower gathering resolution	engine
PostProcessQuality	3	r.DOF.Gather.RingCount	4                 ; medium number of samples when gathering	engine
PostProcessQuality	3	r.DOF.Kernel.MaxBackgroundRadius	0.025	engine
PostProcessQuality	3	r.DOF.Kernel.MaxForegroundRadius	0.025	engine
PostProcessQuality	3	r.DOF.Recombine.EnableBokehSettings	0    ; no bokeh simulation on slight out of focus	engine
PostProcessQuality	3	r.DOF.Recombine.Quality	1                ; cheap slight out of focus	engine
PostProcessQuality	3	r.DOF.Scatter.BackgroundCompositing	2    ; additive background scattering	engine
PostProcessQuality	3	r.DOF.Scatter.EnableBokehSettings	1      ; bokeh simulation when scattering	engine
PostProcessQuality	3	r.DOF.Scatter.ForegroundCompositing	1    ; additive foreground scattering	engine
PostProcessQuality	3	r.DOF.Scatter.MaxSpriteRatio	0.1         ; only a maximum of 10% of scattered bokeh	engine
PostProcessQuality	3	r.DOF.TemporalAAQuality	1                ; more stable temporal accumulation	engine
PostProcessQuality	3	r.DepthOfFieldQuality	2	engine
PostProcessQuality	3	r.EyeAdaptationQuality	2	engine
PostProcessQuality	3	r.FastBlurThreshold	100	engine
PostProcessQuality	3	r.Filter.SizeScale	1	engine
PostProcessQuality	3	r.LensFlareQuality	2	engine
PostProcessQuality	3	r.LightShaftQuality	1	engine
PostProcessQuality	3	r.MotionBlur.HalfResGather	0	engine
PostProcessQuality	3	r.MotionBlurQuality	4	engine
PostProcessQuality	3	r.RenderTargetPoolMin	400	engine
PostProcessQuality	3	r.SceneColorFringeQuality	1	game
PostProcessQuality	3	r.Tonemapper.Quality	5	engine
PostProcessQuality	3	r.Tonemapper.Sharpen	0.5	game
PostProcessQuality	3	r.Upscale.Quality	3	engine
PostProcessQuality	Cine	r.AmbientOcclusionLevels	-1	engine
PostProcessQuality	Cine	r.AmbientOcclusionMaxQuality	100	engine
PostProcessQuality	Cine	r.AmbientOcclusionMipLevelFactor	0.4	engine
PostProcessQuality	Cine	r.AmbientOcclusionRadiusScale	1.0	engine
PostProcessQuality	Cine	r.Bloom.ScreenPercentage	100	engine
PostProcessQuality	Cine	r.BloomQuality	5	engine
PostProcessQuality	Cine	r.DOF.Gather.AccumulatorQuality	1        ; higher gathering accumulator quality	engine
PostProcessQuality	Cine	r.DOF.Gather.EnableBokehSettings	1       ; bokeh simulation when gathering	engine
PostProcessQuality	Cine	r.DOF.Gather.PostfilterMethod	1          ; Median3x3 postfilering method	engine
PostProcessQuality	Cine	r.DOF.Gather.ResolutionDivisor	1         ; do the gathering at full resolution	engine
PostProcessQuality	Cine	r.DOF.Gather.RingCount	5                 ; high number of samples when gathering	engine
PostProcessQuality	Cine	r.DOF.Kernel.MaxBackgroundRadius	0.025	engine
PostProcessQuality	Cine	r.DOF.Kernel.MaxForegroundRadius	0.025	engine
PostProcessQuality	Cine	r.DOF.Recombine.EnableBokehSettings	1    ; bokeh simulation on slight out of focus	engine
PostProcessQuality	Cine	r.DOF.Recombine.Quality	2                ; highest slight out of focus	engine
PostProcessQuality	Cine	r.DOF.Scatter.BackgroundCompositing	2    ; background scattering occlusion	engine
PostProcessQuality	Cine	r.DOF.Scatter.EnableBokehSettings	1      ; no bokeh simulation when scattering	engine
PostProcessQuality	Cine	r.DOF.Scatter.ForegroundCompositing	1    ; additive foreground scattering	engine
PostProcessQuality	Cine	r.DOF.Scatter.MaxSpriteRatio	0.25        ; only a maximum of 10% of scattered bokeh	engine
PostProcessQuality	Cine	r.DOF.TemporalAAQuality	1                ; more stable temporal accumulation	engine
PostProcessQuality	Cine	r.DepthOfFieldQuality	4	engine
PostProcessQuality	Cine	r.EyeAdaptationQuality	2	engine
PostProcessQuality	Cine	r.FastBlurThreshold	100	engine
PostProcessQuality	Cine	r.Filter.SizeScale	1	engine
PostProcessQuality	Cine	r.GTAO.Numangles	4	engine
PostProcessQuality	Cine	r.LensFlareQuality	3	engine
PostProcessQuality	Cine	r.LightShaftQuality	1	engine
PostProcessQuality	Cine	r.MotionBlur.HalfResGather	0	engine
PostProcessQuality	Cine	r.MotionBlurQuality	4	engine
PostProcessQuality	Cine	r.RenderTargetPoolMin	1000	engine
PostProcessQuality	Cine	r.SceneColorFringeQuality	1	engine
PostProcessQuality	Cine	r.Tonemapper.Quality	5	engine
PostProcessQuality	Cine	r.Upscale.Quality	3	engine
ReflectionQuality	0	r.Lumen.Reflections.Allow	0	engine
ReflectionQuality	0	r.SSR.HalfResSceneColor	1	engine
ReflectionQuality	0	r.SSR.Quality	0	engine
ReflectionQuality	1	r.Lumen.Reflections.Allow	0	engine
ReflectionQuality	1	r.SSR.HalfResSceneColor	1	engine
ReflectionQuality	1	r.SSR.Quality	2	engine
ReflectionQuality	2	r.Lumen.Reflections.Allow	1	engine
ReflectionQuality	2	r.Lumen.Reflections.DownsampleFactor	2	engine
ReflectionQuality	2	r.Lumen.Reflections.MaxRoughnessToTraceForFoliage	0.2	engine
ReflectionQuality	2	r.Lumen.Reflections.ScreenSpaceReconstruction.MinWeight	1	engine
ReflectionQuality	2	r.Lumen.Reflections.ScreenSpaceReconstruction.NumSamples	3	engine
ReflectionQuality	2	r.Lumen.ScreenProbeGather.MaxRoughnessToEvaluateRoughSpecularForFoliage	0.4	engine
ReflectionQuality	2	r.Lumen.TranslucencyReflections.FrontLayer.Allow	0	engine
ReflectionQuality	2	r.Lumen.TranslucencyReflections.FrontLayer.Enable	0	engine
ReflectionQuality	2	r.SSR.HalfResSceneColor	1	engine
ReflectionQuality	2	r.SSR.Quality	2	engine
ReflectionQuality	3	r.Lumen.Reflections.Allow	1	engine
ReflectionQuality	3	r.Lumen.Reflections.DownsampleFactor	1	engine
ReflectionQuality	3	r.Lumen.Reflections.MaxRoughnessToTraceForFoliage	0.4	engine
ReflectionQuality	3	r.Lumen.Reflections.ScreenSpaceReconstruction.MinWeight	0	engine
ReflectionQuality	3	r.Lumen.Reflections.ScreenSpaceReconstruction.NumSamples	5	engine
ReflectionQuality	3	r.Lumen.ScreenProbeGather.MaxRoughnessToEvaluateRoughSpecularForFoliage	0.8	engine
ReflectionQuality	3	r.Lumen.TranslucencyReflections.FrontLayer.Allow	1	engine
ReflectionQuality	3	r.Lumen.TranslucencyReflections.FrontLayer.Enable	0	engine
ReflectionQuality	3	r.SSR.HalfResSceneColor	0	engine
ReflectionQuality	3	r.SSR.Quality	3	engine
ReflectionQuality	Cine	r.Lumen.Reflections.Allow	1	engine
ReflectionQuality	Cine	r.Lumen.Reflections.DownsampleFactor	1	engine
ReflectionQuality	Cine	r.Lumen.Reflections.MaxRoughnessToTraceForFoliage	0.4	engine
ReflectionQuality	Cine	r.Lumen.Reflections.ScreenSpaceReconstruction.MinWeight	0	engine
ReflectionQuality	Cine	r.Lumen.Reflections.ScreenSpaceReconstruction.NumSamples	5	engine
ReflectionQuality	Cine	r.Lumen.ScreenProbeGather.MaxRoughnessToEvaluateRoughSpecularForFoliage	0.8	engine
ReflectionQuality	Cine	r.Lumen.TranslucencyReflections.FrontLayer.Allow	1	engine
ReflectionQuality	Cine	r.Lumen.TranslucencyReflections.FrontLayer.Enable	1	engine
ReflectionQuality	Cine	r.SSR.HalfResSceneColor	0	engine
ReflectionQuality	Cine	r.SSR.Quality	4	engine
ShadingQuality	0	r.AnisotropicMaterials	0	engine
ShadingQuality	0	r.HairStrands.SkyAO.SampleCount	4	engine
ShadingQuality	0	r.HairStrands.SkyLighting.IntegrationType	2	engine
ShadingQuality	0	r.HairStrands.Visibility.MSAA.SamplePerPixel	1	engine
ShadingQuality	1	r.AnisotropicMaterials	0	engine
ShadingQuality	1	r.HairStrands.SkyAO.SampleCount	4	engine
ShadingQuality	1	r.HairStrands.SkyLighting.IntegrationType	2	engine
ShadingQuality	1	r.HairStrands.Visibility.MSAA.SamplePerPixel	1	engine
ShadingQuality	2	r.AnisotropicMaterials	1	engine
ShadingQuality	2	r.HairStrands.SkyAO.SampleCount	4	engine
ShadingQuality	2	r.HairStrands.SkyLighting.IntegrationType	2	engine
ShadingQuality	2	r.HairStrands.Visibility.MSAA.SamplePerPixel	4	engine
ShadingQuality	3	r.AnisotropicMaterials	1	engine
ShadingQuality	3	r.HairStrands.SkyAO.SampleCount	4	engine
ShadingQuality	3	r.HairStrands.SkyLighting.IntegrationType	2	engine
ShadingQuality	3	r.HairStrands.Visibility.MSAA.SamplePerPixel	4	engine
ShadingQuality	Cine	r.AnisotropicMaterials	1	engine
ShadingQuality	Cine	r.HairStrands.SkyAO.SampleCount	8	engine
ShadingQuality	Cine	r.HairStrands.SkyLighting.IntegrationType	1	engine
ShadingQuality	Cine	r.HairStrands.Visibility.MSAA.SamplePerPixel	8	engine
ShadowQuality	0	r.CapsuleShadows	0	game
ShadowQuality	0	r.DistanceFieldAO	0	game
ShadowQuality	0	r.DistanceFieldShadowing	0	game
ShadowQuality	0	r.HeightFieldShadowing	0	game
ShadowQuality	0	r.LightFunctionQuality	0	game
ShadowQuality	0	r.LightMaxDrawDistanceScale	0	game
ShadowQuality	0	r.Shadow.CSM.MaxCascades	1	engine
ShadowQuality	0	r.Shadow.CSM.TransitionScale	0	engine
ShadowQuality	0	r.Shadow.DistanceScale	0.6	engine
ShadowQuality	0	r.Shadow.MaxCSMResolution	512	engine
ShadowQuality	0	r.Shadow.MaxResolution	512	engine
ShadowQuality	0	r.Shadow.PreShadowResolutionFactor	0.5	engine
ShadowQuality	0	r.Shadow.RadiusThreshold	0.06	engine
ShadowQuality	0	r.Shadow.Virtual.MaxPhysicalPages	512	engine
ShadowQuality	0	r.Shadow.Virtual.ResolutionLodBiasDirectional	0.0	engine
ShadowQuality	0	r.Shadow.Virtual.ResolutionLodBiasDirectionalMoving	0.0	engine
ShadowQuality	0	r.Shadow.Virtual.ResolutionLodBiasLocal	1.0	engine
ShadowQuality	0	r.Shadow.Virtual.ResolutionLodBiasLocalMoving	2.0	engine
ShadowQuality	0	r.Shadow.Virtual.SMRT.RayCountDirectional	0	engine
ShadowQuality	0	r.Shadow.Virtual.SMRT.RayCountLocal	0	engine
ShadowQuality	0	r.Shadow.Virtual.SMRT.SamplesPerRayDirectional	2	engine
ShadowQuality	0	r.Shadow.Virtual.SMRT.SamplesPerRayLocal	2	engine
ShadowQuality	0	r.ShadowQuality	0	game
ShadowQuality	0	r.VolumetricFog	0	game
ShadowQuality	1	r.CapsuleMaxDirectOcclusionDistance	500	game
ShadowQuality	1	r.CapsuleShadows	1	game
ShadowQuality	1	r.DFShadowQuality	1	game
ShadowQuality	1	r.DistanceFieldAO	1	game
ShadowQuality	1	r.DistanceFieldShadowing	1	game
ShadowQuality	1	r.HeightFieldShadowing	1	game
ShadowQuality	1	r.LightFunctionQuality	1	game
ShadowQuality	1	r.LightMaxDrawDistanceScale	0.5	engine
ShadowQuality	1	r.Shadow.CSM.MaxCascades	1	game
ShadowQuality	1	r.Shadow.CSM.TransitionScale	0.25	game
ShadowQuality	1	r.Shadow.DistanceScale	0.75	game
ShadowQuality	1	r.Shadow.MaxCSMResolution	512	game
ShadowQuality	1	r.Shadow.MaxResolution	512	game
ShadowQuality	1	r.Shadow.PreShadowResolutionFactor	0.5	engine
ShadowQuality	1	r.Shadow.RadiusThreshold	0.1	game
ShadowQuality	1	r.Shadow.Virtual.MaxPhysicalPages	512	engine
ShadowQuality	1	r.Shadow.Virtual.ResolutionLodBiasDirectional	0.0	engine
ShadowQuality	1	r.Shadow.Virtual.ResolutionLodBiasDirectionalMoving	0.0	engine
ShadowQuality	1	r.Shadow.Virtual.ResolutionLodBiasLocal	1.0	engine
ShadowQuality	1	r.Shadow.Virtual.ResolutionLodBiasLocalMoving	2.0	engine
ShadowQuality	1	r.Shadow.Virtual.SMRT.RayCountDirectional	4	engine
ShadowQuality	1	r.Shadow.Virtual.SMRT.RayCountLocal	4	engine
ShadowQuality	1	r.Shadow.Virtual.SMRT.SamplesPerRayDirectional	2	engine
ShadowQuality	1	r.Shadow.Virtual.SMRT.SamplesPerRayLocal	2	engine
ShadowQuality	1	r.ShadowQuality	3	game
ShadowQuality	1	r.VolumetricFog	0	game
ShadowQuality	2	r.AOQuality	1	game
ShadowQuality	2	r.CapsuleMaxDirectOcclusionDistance	600	game
ShadowQuality	2	r.CapsuleShadows	1	game
ShadowQuality	2	r.DFShadowQuality	2	game
ShadowQuality	2	r.DistanceFieldAO	1	game
ShadowQuality	2	r.DistanceFieldShadowing	1	game
ShadowQuality	2	r.HeightFieldShadowing	1	game
ShadowQuality	2	r.LightFunctionQuality	1	game
ShadowQuality	2	r.LightMaxDrawDistanceScale	1	engine
ShadowQuality	2	r.Shadow.CSM.MaxCascades	2	game
ShadowQuality	2	r.Shadow.CSM.TransitionScale	2.0	game
ShadowQuality	2	r.Shadow.DistanceScale	1.5	game
ShadowQuality	2	r.Shadow.MaxCSMResolution	512	game
ShadowQuality	2	r.Shadow.MaxResolution	512	game
ShadowQuality	2	r.Shadow.PreShadowResolutionFactor	0.5	engine
ShadowQuality	2	r.Shadow.RadiusThreshold	0.05	game
ShadowQuality	2	r.Shadow.Virtual.MaxPhysicalPages	2048	engine
ShadowQuality	2	r.Shadow.Virtual.ResolutionLodBiasDirectional	0.0	engine
ShadowQuality	2	r.Shadow.Virtual.ResolutionLodBiasDirectionalMoving	0.0	engine
ShadowQuality	2	r.Shadow.Virtual.ResolutionLodBiasLocal	0.0	engine
ShadowQuality	2	r.Shadow.Virtual.ResolutionLodBiasLocalMoving	1.0	engine
ShadowQuality	2	r.Shadow.Virtual.SMRT.RayCountDirectional	8	engine
ShadowQuality	2	r.Shadow.Virtual.SMRT.RayCountLocal	4	engine
ShadowQuality	2	r.Shadow.Virtual.SMRT.SamplesPerRayDirectional	4	engine
ShadowQuality	2	r.Shadow.Virtual.SMRT.SamplesPerRayLocal	4	engine
ShadowQuality	2	r.ShadowQuality	4	game
ShadowQuality	2	r.VolumetricFog	0	game
ShadowQuality	2	r.VolumetricFog.GridPixelSize	16	engine
ShadowQuality	2	r.VolumetricFog.GridSizeZ	64	engine
ShadowQuality	2	r.VolumetricFog.HistoryMissSupersampleCount	4	engine
ShadowQuality	3	r.AOQuality	2	game
ShadowQuality	3	r.CapsuleMaxDirectOcclusionDistance	1000	game
ShadowQuality	3	r.CapsuleShadows	1	game
ShadowQuality	3	r.DFShadowQuality	3	game
ShadowQuality	3	r.DistanceFieldAO	1	game
ShadowQuality	3	r.DistanceFieldShadowing	1	game
ShadowQuality	3	r.HeightFieldShadowing	1	game
ShadowQuality	3	r.LightFunctionQuality	1	game
ShadowQuality	3	r.LightMaxDrawDistanceScale	1	engine
ShadowQuality	3	r.Shadow.CSM.MaxCascades	2	game
ShadowQuality	3	r.Shadow.CSM.TransitionScale	2.0	game
ShadowQuality	3	r.Shadow.DistanceScale	2.0	game
ShadowQuality	3	r.Shadow.MaxCSMResolution	2048	game
ShadowQuality	3	r.Shadow.MaxResolution	2048	game
ShadowQuality	3	r.Shadow.PreShadowResolutionFactor	1.0	engine
ShadowQuality	3	r.Shadow.RadiusThreshold	0.01	game
ShadowQuality	3	r.Shadow.Virtual.MaxPhysicalPages	4096	engine
ShadowQuality	3	r.Shadow.Virtual.ResolutionLodBiasDirectional	-1.5	engine
ShadowQuality	3	r.Shadow.Virtual.ResolutionLodBiasDirectionalMoving	-1.5	engine
ShadowQuality	3	r.Shadow.Virtual.ResolutionLodBiasLocal	0.0	engine
ShadowQuality	3	r.Shadow.Virtual.ResolutionLodBiasLocalMoving	1.0	engine
ShadowQuality	3	r.Shadow.Virtual.SMRT.RayCountDirectional	8	engine
ShadowQuality	3	r.Shadow.Virtual.SMRT.RayCountLocal	8	engine
ShadowQuality	3	r.Shadow.Virtual.SMRT.SamplesPerRayDirectional	4	engine
ShadowQuality	3	r.Shadow.Virtual.SMRT.SamplesPerRayLocal	4	engine
ShadowQuality	3	r.ShadowQuality	5	game
ShadowQuality	3	r.VolumetricFog	0	game
ShadowQuality	3	r.VolumetricFog.GridPixelSize	8	engine
ShadowQuality	3	r.VolumetricFog.GridSizeZ	128	engine
ShadowQuality	3	r.VolumetricFog.HistoryMissSupersampleCount	4	engine
ShadowQuality	Cine	r.CapsuleShadows	1	engine
ShadowQuality	Cine	r.DistanceFieldShadowing	1	engine
ShadowQuality	Cine	r.LightFunctionQuality	1	engine
ShadowQuality	Cine	r.LightMaxDrawDistanceScale	1	engine
ShadowQuality	Cine	r.Shadow.CSM.MaxCascades	10	engine
ShadowQuality	Cine	r.Shadow.CSM.TransitionScale	1.0	engine
ShadowQuality	Cine	r.Shadow.DistanceScale	1.0	engine
ShadowQuality	Cine	r.Shadow.MaxCSMResolution	4096	engine
ShadowQuality	Cine	r.Shadow.MaxResolution	4096	engine
ShadowQuality	Cine	r.Shadow.PreShadowResolutionFactor	1.0	engine
ShadowQuality	Cine	r.Shadow.RadiusThreshold	0	engine
ShadowQuality	Cine	r.Shadow.Virtual.MaxPhysicalPages	8192	engine
ShadowQuality	Cine	r.Shadow.Virtual.ResolutionLodBiasDirectional	-1.5	engine
ShadowQuality	Cine	r.Shadow.Virtual.ResolutionLodBiasDirectionalMoving	-1.5	engine
ShadowQuality	Cine	r.Shadow.Virtual.ResolutionLodBiasLocal	0.0	engine
ShadowQuality	Cine	r.Shadow.Virtual.ResolutionLodBiasLocalMoving	0.0	engine
ShadowQuality	Cine	r.Shadow.Virtual.SMRT.RayCountDirectional	16	engine
ShadowQuality	Cine	r.Shadow.Virtual.SMRT.RayCountLocal	16	engine
ShadowQuality	Cine	r.Shadow.Virtual.SMRT.SamplesPerRayDirectional	8	engine
ShadowQuality	Cine	r.Shadow.Virtual.SMRT.SamplesPerRayLocal	8	engine
ShadowQuality	Cine	r.ShadowQuality	5	engine
ShadowQuality	Cine	r.VolumetricFog	1	engine
ShadowQuality	Cine	r.VolumetricFog.GridPixelSize	4	engine
ShadowQuality	Cine	r.VolumetricFog.GridSizeZ	128	engine
ShadowQuality	Cine	r.VolumetricFog.HistoryMissSupersampleCount	16	engine
TSRPreset	0	r.ScreenPercentage	60	game
TSRPreset	1	r.ScreenPercentage	75	game
TSRPreset	2	r.ScreenPercentage	90	game
TSRPreset	3	r.ScreenPercentage	100	game
TSRPreset	Cine	r.ScreenPercentage	100	game
TextureQuality	0	r.MaxAnisotropy	0	engine
TextureQuality	0	r.Streaming.AmortizeCPUToGPUCopy	1	engine
TextureQuality	0	r.Streaming.Boost	0.3	engine
TextureQuality	0	r.Streaming.LimitPoolSizeToVRAM	1	game
TextureQuality	0	r.Streaming.MaxEffectiveScreenSize	0	game
TextureQuality	0	r.Streaming.MaxNumTexturesToStreamPerFrame	1	engine
TextureQuality	0	r.Streaming.MipBias	16	engine
TextureQuality	0	r.Streaming.PoolSize	400	game
TextureQuality	0	r.VT.MaxAnisotropy	4	engine
TextureQuality	1	r.MaxAnisotropy	2	engine
TextureQuality	1	r.Streaming.AmortizeCPUToGPUCopy	0	engine
TextureQuality	1	r.Streaming.Boost	1	engine
TextureQuality	1	r.Streaming.LimitPoolSizeToVRAM	1	game
TextureQuality	1	r.Streaming.MaxEffectiveScreenSize	0	engine
TextureQuality	1	r.Streaming.MaxNumTexturesToStreamPerFrame	0	engine
TextureQuality	1	r.Streaming.MipBias	1	engine
TextureQuality	1	r.Streaming.PoolSize	600	game
TextureQuality	1	r.VT.MaxAnisotropy	4	engine
TextureQuality	2	r.MaxAnisotropy	4	engine
TextureQuality	2	r.Streaming.AmortizeCPUToGPUCopy	0	engine
TextureQuality	2	r.Streaming.Boost	1	engine
TextureQuality	2	r.Streaming.LimitPoolSizeToVRAM	1	game
TextureQuality	2	r.Streaming.MaxEffectiveScreenSize	0	engine
TextureQuality	2	r.Streaming.MaxNumTexturesToStreamPerFrame	0	engine
TextureQuality	2	r.Streaming.MipBias	0	engine
TextureQuality	2	r.Streaming.PoolSize	800	game
TextureQuality	2	r.VT.MaxAnisotropy	8	engine
TextureQuality	3	r.MaxAnisotropy	8	engine
TextureQuality	3	r.Streaming.AmortizeCPUToGPUCopy	0	engine
TextureQuality	3	r.Streaming.Boost	1	engine
TextureQuality	3	r.Streaming.LimitPoolSizeToVRAM	0	game
TextureQuality	3	r.Streaming.MaxEffectiveScreenSize	0	engine
